0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Comedy,Moshe Kasher,I'm an Amazing Lover,2TWyddJWnBc2hwYfTn3nW6,17,0.846,0.563,142289,0.692,0.0,E,0.71,-10.177,Major,0.951,74.676,4/4,0.722
Rap,Trey Songz,Song Goes Off,7L87B1YWTT11I0mSAEYEOF,61,0.0811,0.678,244280,0.462,0.0,C,0.11,-7.842,Major,0.0628,129.866,4/4,0.121
World,Brian Eno,Lizard Point - Remastered 2004,3an5DoMqoNpJEQwfA48A4c,62,0.897,0.136,274307,0.0108,0.813,C#,0.147,-35.954,Major,0.0343,88.529,4/4,0.0312
Rock,Bad English,When I See You Smile,0tKjVEJlX3IZ5L1rEJc5hh,66,0.42,0.495,257440,0.609,0.0,G,0.187,-9.902,Major,0.0339,135.671,4/4,0.33
Indie,Quinn XCII,New Wave,7ikHJI8Kd19vI10imjaNzW,54,0.0158,0.524,211000,0.679,1.92e-06,B,0.554,-8.117,Major,0.0636,179.97,4/4,0.474
Soundtrack,Nick Arundel,All Who Follow You,0gXB613u5DMc5asscqZGEj,33,0.7,0.352,149067,0.287,0.927,F,0.106,-20.337,Minor,0.0393,121.123,4/4,0.116
Dance,Halsey,Young God,5x2XIAdvFxWCwIOMNkbWUj,64,0.324,0.449,180088,0.599,4.09e-06,A,0.114,-6.509,Minor,0.0405,119.868,4/4,0.198
Opera,Gioachino Rossini,Petite messe solennelle: Gloria: Petite messe solennelle: Gloria: III. Gratias,4OeV3oZLjlZVMBHeU1v2JN,14,0.991,0.284,285667,0.112,0.026,A,0.118,-22.48,Major,0.0378,98.572,4/4,0.0607
Blues,Chris Robinson Brotherhood,Get out of My Life Woman,38tP8Mm9hzeNFd7nNsA0KV,23,0.46,0.596,501333,0.495,0.0728,F,0.68,-8.887,Major,0.0282,92.533,4/4,0.629
Soundtrack,Christophe Beck,"Epilogue - From ""Frozen""/Score",6cbnkujtCzLCoyOtOyhO74,42,0.966,0.269,186200,0.114,0.718,G#,0.0861,-17.895,Major,0.0385,111.331,4/4,0.071
Comedy,Jack Whitehall,West Country Terrorism,3JSadFUoZ7FwAlUsbO25I5,27,0.766,0.576,376680,0.743,0.0,A,0.95,-17.339,Major,0.896,93.374,5/4,0.418
Movie,Bernard Minet,Les chevaliers du Zodiaque,3BuGUip3EVdmnmzA7dmwOp,12,0.714,0.741,162533,0.819,0.0,F,0.25,-5.677,Major,0.0304,136.611,4/4,0.917
Reggaeton,Amarion,Fumar y Rapear,1Z2dCn9vdMBRrUA3OOuSd7,21,0.411,0.823,236309,0.651,0.0,B,0.106,-6.852,Major,0.242,130.133,4/4,0.339
Dance,Fat Joe,What's Luv? (feat. Ja-Rule & Ashanti),2mKouqwAIdQnMP43zxR89r,74,0.0219,0.835,267093,0.707,2.19e-05,G#,0.108,-5.074,Major,0.0598,93.955,4/4,0.919
Movie,DorothÃ©e,MÃªme,6T4pIa2fBQgrJZ5fovHSX3,2,0.524,0.749,208200,0.54,0.000219,A,0.124,-10.541,Major,0.0277,114.961,3/4,0.805
Reggaeton,Divino,Mejor Amiga (feat. Isaac la Voz),3AthPv8wG3QbH6ZvbJF63n,29,0.336,0.63,264053,0.518,0.0,D,0.0944,-8.067,Major,0.0307,119.885,4/4,0.308
Opera,Friedrich von Flotow,Martha (opera in 4 Acts) / Act 2: Last Rose of Summer,1WJLS6QFqosNjYcgjwCU27,38,0.985,0.185,292533,0.0798,0.06,F,0.348,-22.793,Major,0.053,68.548,4/4,0.0395
Childrenâs Music,Langhorne Slim,Put It Together,0qau061S9oIy7S5xHruwHA,56,0.327,0.484,195160,0.869,0.000132,A,0.112,-3.778,Major,0.0322,125.63,3/4,0.757
Blues,Jackie Greene,I Don't Live In A Dream - Live,3ho5QaAxckBv9GluIYqLMT,26,0.148,0.481,345253,0.776,0.0,F,0.719,-8.404,Minor,0.0388,98.372,4/4,0.372
Jazz,Oscar D'LeÃ³n,Tiempo,12HCrJ244KtwIJnv41KP3i,0,0.96,0.448,186286,0.0828,0.000277,C,0.146,-18.007,Major,0.0348,79.082,4/4,0.216
Reggaeton,Nengo Flow,Whyne Whini,1Ae5TsePxbgKkfXulvJyey,41,0.194,0.724,243973,0.867,0.0,F#,0.185,-3.601,Minor,0.207,170.002,4/4,0.868
Indie,Clairo,B.O.M.D.,45GLZ5tAhzkkb9NznATAN7,59,0.509,0.496,159942,0.476,3.42e-06,D,0.127,-8.123,Major,0.072,95.894,4/4,0.489
Rap,"Tyler, The Creator",SMUCKERS,078C2jXg7XsMgW78Gfx1JA,61,0.0149,0.452,334363,0.85,0.00367,A#,0.153,-2.945,Minor,0.342,79.453,4/4,0.554
Alternative,Toro y Moi,Labyrinth,3TVVNLGw5RPpbtx77SM9ge,44,0.377,0.861,241253,0.421,0.624,F#,0.102,-8.062,Major,0.0481,105.002,4/4,0.279
Alternative,Red,Yours Again,57fh50SS5Igc0u6LuHuZHN,42,0.00264,0.362,289720,0.92,0.000834,A,0.0868,-5.217,Minor,0.155,138.032,4/4,0.169
Ska,Descendents,Catalina,10ZyMvgVOMYfVpRqcPiqOi,39,0.000265,0.235,106800,0.875,0.0,C#,0.104,-9.538,Minor,0.198,184.288,4/4,0.597
Alternative,Sonic Youth,Superstar,5Ext9ObPEi7wIcv5AiQWJy,54,0.0468,0.372,248000,0.499,0.283,F,0.125,-9.159,Minor,0.029,84.212,4/4,0.172
Soul,Kasbo,Your Tempo,4fHBQYB1GIWVQTl84yF08D,57,0.00671,0.496,199914,0.838,3.23e-06,G#,0.253,-4.67,Minor,0.0936,94.023,4/4,0.294
Soundtrack,Mark Mothersbaugh,Sakaar Chase,3n4Xq4b7vuT0LIlZhFjj5B,32,0.0273,0.26,132280,0.69,0.736,G#,0.0922,-11.383,Major,0.0365,124.709,4/4,0.119
Rock,The Killers,Jenny Was A Friend Of Mine,4QK4pMWEwlXxwg1zp08xpl,55,0.000138,0.547,243933,0.966,0.000659,B,0.312,-3.839,Major,0.0452,114.053,4/4,0.532
Rock,Dan Fogelberg,Leader of the Band,3O4s2m47MFhnGqmpkjoKYk,60,0.872,0.628,256400,0.159,0.0,G#,0.111,-14.363,Major,0.0333,135.003,4/4,0.505
Pop,21 Savage,Mad Stalkers,6HR1z11h0ROUlWP4Kx8Z7G,66,0.147,0.9,202667,0.365,0.185,A#,0.179,-6.395,Minor,0.235,135.003,4/4,0.136
Reggae,Fortunate Youth,Left My Love in California,7CYgdHR1NpXX1TUKkBOg7p,43,0.0829,0.723,218237,0.775,0.0,B,0.116,-3.807,Major,0.0553,78.054,4/4,0.925
World,Chris Tomlin,He Lives,45bFl67prA7LMOld5TZiAr,35,0.00103,0.337,244480,0.841,1.08e-06,C#,0.0895,-3.584,Major,0.0355,152.058,4/4,0.121
Childrenâs Music,lovelytheband,make believe,1NrhZWxjZef6PryMR9RLVP,48,0.25,0.728,226286,0.828,0.0,A,0.378,-7.106,Minor,0.0677,140.03,4/4,0.724
Childrenâs Music,Adema,Giving In,1OGFtaUgHAQjtSk7mhDwr9,50,0.000171,0.383,274733,0.962,0.0122,C#,0.114,-5.33,Major,0.111,152.326,4/4,0.196
Anime,Leo Ieiri,Lay it down,0w7VPxMfNhyUTu4ARK4mEd,33,0.301,0.443,173218,0.559,0,F,0.11,-4.633,Major,0.0336,169.479,3/4,0.425
Folk,St. Vincent,The Party,5XzI6EqoMYmVaoSuq1jIKx,40,0.354,0.504,245040,0.473,0.0241,A,0.203,-9.736,Minor,0.0384,141.902,4/4,0.325
Opera,Georges Bizet,"Carmen, WD 31, Act II: Halte lÃ ! Qui va lÃ ? (Live)",7EjxA5dyJ2fXowvqHCnW1H,11,0.912,0.335,136333,0.034,3.73e-06,G,0.167,-31.708,Major,0.0746,102.886,4/4,0.132
Comedy,Eddie Izzard,Does He Eat Crisps?,3s2mvrlKBpmHSCYJ3FceLX,11,0.914,0.565,174333,0.477,0.0,C#,0.889,-18.417,Minor,0.934,67.465,3/4,0.496
Folk,Passion Pit,Where I Come From,2HLq0XpKeKuFi6mC1CZr6P,52,0.132,0.612,219680,0.74,0.416,E,0.0525,-8.414,Major,0.0316,105.045,4/4,0.254
Blues,Denise LaSalle,A Lady In The Street,36ZrMGe6TbYnbQoAITizAl,23,0.314,0.569,223800,0.646,4.65e-05,B,0.057,-7.252,Minor,0.0898,177.378,4/4,0.838
Anime,DECO*27,Reunion,7rWkiqvAKhQEmlGDCOSGUK,31,0.00255,0.489,37227,0.955,0.166,F,0.531,-10.369,Minor,0.0995,96.029,4/4,0.212
Rap,Ski Mask The Slump God,Save The Day (feat. Coi Leray & LouGotCash),0vkzRCT7wzqWCFJw5TN1MQ,72,0.00391,0.871,178720,0.751,0.0,F#,0.0853,-8.042,Minor,0.0788,139.984,4/4,0.787
Jazz,People Under The Stairs,Empty Bottles of Water,0D5luZzw9jxPxom7yYFKkS,43,0.243,0.766,209333,0.965,0.0,A#,0.231,-5.919,Minor,0.0971,89.563,4/4,0.57
R&B,Villain,Manitto,4DWaUWwwW4EryY3DBrCZRC,48,0.00651,0.674,214133,0.879,0.0,C#,0.107,-4.803,Minor,0.335,121.97,4/4,0.766
Ska,La Matatena,Una Mas de Volencia,2VxYx9t8dzJtIyRePSn0or,34,0.0348,0.519,182840,0.874,1.8e-05,D,0.32,-5.844,Minor,0.0884,101.282,4/4,0.883
Jazz,El Jazzy Chavo,Uhuru,6p1YmVqQwRgiETFFecML5I,12,0.618,0.776,159000,0.559,0.633,G,0.12,-8.926,Major,0.046,89.016,4/4,0.559
Dance,Britney Spears,(You Drive Me) Crazy,1DSJNBNhGZCigg9ll5VeZv,61,0.0534,0.748,198067,0.939,0,C,0.32,-4.288,Minor,0.0341,104.001,4/4,0.96
Children's Music,Ibrary's Children's Music & Stories,Fox and the Stork,6wOvrw0qvhBnciUIPZMqjF,6,0.0705,0.723,105771,0.536,0.0,C#,0.109,-14.159,Major,0.301,154.893,4/4,0.846
Jazz,Boney James,Nothin' But Love,5LJic8YSb8CxMFOSHHBJZ1,34,0.0643,0.705,302000,0.544,0.844,F,0.0678,-8.453,Minor,0.0365,97.916,4/4,0.57
R&B,Ne-Yo,Stay,6tVUf0iGHpxmAWwp11I9eP,47,0.00819,0.651,232227,0.645,0.0,C#,0.0919,-6.741,Major,0.223,96.394,4/4,0.655
Reggae,Aer,Stars,52kyaBO6lsQN9hXTJIKxLw,31,0.0186,0.924,187880,0.607,0.0,B,0.07,-6.848,Major,0.0775,95.029,4/4,0.577
Hip-Hop,Night Lovell,BUMBLE BEE,1jWJcuTUgO99gntArSPmrB,58,0.698,0.84,154947,0.4,0.00143,F,0.116,-11.807,Minor,0.0516,124.009,4/4,0.381
Comedy,Doug Stanhope,Blog This!,0VoqIJXTMRs3AUd2gdsDSt,22,0.737,0.711,194040,0.525,0.0,F,0.723,-7.015,Major,0.929,59.276,4/4,0.686
R&B,The Japanese House,Everybody Hates Me,2Cxt1CchsjOVpwrmPSM0we,50,0.361,0.464,189499,0.452,0.000261,C,0.17,-7.826,Major,0.0268,91.942,4/4,0.297
Soundtrack,Lorne Balfe,Fallout,0llzwIl1LZHvOW2GIKJ3jQ,46,0.341,0.434,90080,0.404,0.899,C,0.0734,-13.207,Major,0.0458,168.919,5/4,0.136
Reggaeton,Ãejo,Amiga,3BvAtOvovY672ztX9DRgij,24,0.0349,0.761,263467,0.937,0.0192,C#,0.326,-5.058,Major,0.0751,100.029,4/4,0.848
Soul,Shallou,Friends - Recorded at Spotify Studios NYC,3jb6ByvjXfeM1p0ISGN584,47,0.0461,0.425,180983,0.533,0.537,G#,0.0903,-8.958,Major,0.0388,151.902,4/4,0.312
Dance,Rick Springfield,Don't Talk to Strangers,1syhTK7LlvpeWdZNsZARP0,51,0.291,0.8,180360,0.712,0,C#,0.145,-9.472,Minor,0.0419,123.211,4/4,0.667
Soundtrack,Mychael Danna & Jeff Danna,The Blood Of Cu Chulainn,7EiUFDrWXWOBCfMG80vY4M,34,0.00792,0.283,247027,0.737,0.839,D,0.112,-7.885,Major,0.0465,181.397,3/4,0.302
Rap,Disturbed,Down With the Sickness,40rvBMQizxkIqnjPdEWY1v,73,0.000996,0.695,279213,0.876,6.89e-06,D#,0.106,-4.262,Minor,0.0553,89.954,4/4,0.941
Children's Music,Juice Music,Solar Neighbourhoor,3cjWX3lfPM1ImRB1TTIMWB,0,0.765,0.694,142907,0.237,0.0,B,0.226,-13.463,Major,0.033,105.069,4/4,0.542
Soundtrack,Trent Reznor and Atticus Ross,Remnants,0YQHDDlVofDmdrI26BB1I8,26,0.917,0.205,297800,0.107,0.862,G,0.0786,-21.667,Major,0.0453,104.024,3/4,0.0323
Blues,Tedeschi Trucks Band,Shrimp and Grits (Interlude),6mdofEEULzcn3EzhIzONsw,19,0.213,0.775,105507,0.425,0.849,F,0.354,-14.285,Minor,0.136,81.075,4/4,0.842
Reggaeton,Natti Natasha,Oh Daddy - Spanglish Version,5EOsvS6S9EZ4M1fxrG5Zuz,52,0.0672,0.51,177133,0.771,0.0,B,0.3,-4.919,Major,0.115,97.982,4/4,0.874
World,Quantic,Cumbia Sobre el Mar - El BÃºho Remix,0HdHd5mJlqFqv8PqAGDsEw,48,0.187,0.651,312915,0.731,0.138,D#,0.0479,-6.004,Minor,0.0368,159.919,4/4,0.692
Reggae,Jah Roots,Spliff and My Lady,2ArLhfV1E8O7kS7vW9fTZO,29,0.547,0.627,244533,0.674,3.23e-05,G,0.0612,-6.07,Major,0.131,75.984,4/4,0.883
Rock,James Taylor,Carolina in My Mind,2T5Ch09nefwckOu5NQvjIk,67,0.118,0.579,238573,0.267,0.000562,E,0.132,-15.11,Major,0.0348,74.899,4/4,0.353
Folk,Houndmouth,For No One,0QulORZFZqEC89K29V63j0,49,0.856,0.534,229947,0.254,0.000108,D#,0.0724,-10.498,Major,0.0326,129.156,4/4,0.165
Opera,Giacomo Puccini,Madama Butterfly - Act I: Tutti zitti!,7IUujwnRFVyVTYOhQFwFtt,12,0.847,0.312,183920,0.11,5.85e-05,F,0.348,-20.453,Major,0.0413,102.857,4/4,0.0914
Hip-Hop,Wisin,"EscÃ¡pate Conmigo (feat. Ozuna, Bad Bunny, De La Ghetto, ArcÃ¡ngel, Noriel & Almighty) - Remix",5YY7ht3PCArlLjLbcTiAvh,69,0.0464,0.797,386333,0.804,1.54e-05,C#,0.317,-4.817,Major,0.0711,91.973,4/4,0.451
Classical,Johann Sebastian Bach,"Suite No. 3 in D, BWV 1068 : 2. Air",3p6lndVSic7x5nNs67LeGo,27,0.723,0.0877,432000,0.0454,0.918,E,0.159,-32.184,Minor,0.0409,81.221,4/4,0.0369
Ska,Direct Hit!,The Problem,5q1iCCbR4bA6vrml2BLDln,23,0.0269,0.42,224206,0.64,0.000119,A,0.242,-9.492,Major,0.0362,155.013,4/4,0.226
Comedy,Comedian Bob Marley,Shiny Happy People,0g4ODgiBS2a8cS7sJCjUrG,11,0.814,0.557,64133,0.851,0.0,A,0.887,-8.9,Major,0.885,84.413,4/4,0.524
Folk,Talking Heads,And She Was - 2005 Remastered Version,3DHuFJY6nkvGiS0h4V2U35,43,0.00606,0.702,218467,0.833,0.0158,A,0.124,-5.428,Major,0.0298,126.469,4/4,0.974
Rock,Gorillaz,Strobelite (feat. Peven Everett),6XGddj522FQRHXEhBtjiJu,60,0.0409,0.64,272667,0.864,1.55e-06,E,0.136,-4.909,Minor,0.0869,105.107,4/4,0.497
Ska,Falsa Cubana,HabitaciÃ³n 36,5eDnn8XdvOZjYScB7PZpWN,22,0.0923,0.702,239987,0.593,1.87e-05,E,0.102,-6.337,Major,0.0395,117.931,4/4,0.433
Rap,6LACK,Pretty Little Fears (feat. J. Cole),4at3d5QWnlibMVN75ECDrp,82,0.711,0.611,240342,0.466,0.000264,A,0.0847,-11.361,Major,0.372,192.08,4/4,0.223
Comedy,Artie Lange,Political Correctness,5K6GsnvUMjF1FElKEkNe0I,21,0.696,0.459,394360,0.939,0.0,F#,0.207,-7.41,Minor,0.933,78.439,3/4,0.229
Rock,Nothing But Thieves,Soda,3PUnku87booODLtX6VVHwN,57,0.164,0.501,236307,0.506,0.000168,D,0.143,-7.24,Minor,0.028,74.924,4/4,0.144
Movie,Kristin Chenoweth,By Candlelight (Reprise) / Finale Ultimo,3c2Hu1X0xfuONWwM59Ojpc,6,0.492,0.354,181427,0.544,0.0,A#,0.314,-7.061,Major,0.0649,81.253,4/4,0.371
Dance,Empire of the Sun,Standing On The Shore,21oovTkI85ueGqK1AFRDCc,52,0.00877,0.586,264880,0.882,0.0163,B,0.378,-5.146,Minor,0.0344,127.998,4/4,0.241
Opera,Georges Bizet,"Carmen (1997 - Remaster), Act III: Ecoute, Ã©coute, compagnon, Ã©coute",4I7TVv8vzcDhmuxIzVGE7q,18,0.959,0.288,241293,0.0972,0.305,F,0.179,-23.924,Minor,0.0424,111.086,4/4,0.177
Indie,Andrew Bird,Manifest,71hY002AVvyrs4GgggPPiB,50,0.321,0.631,317413,0.619,0.0,C,0.0658,-6.403,Minor,0.025,100.258,4/4,0.417
Children's Music,Kimbo Children's Music,Port de bras: Slumber Song,6ZvcMXvHusH1ULAnfkoIH7,1,0.995,0.567,103440,0.0992,0.957,D#,0.116,-14.024,Major,0.0984,136.837,3/4,0.648
Reggaeton,Guaco,Dejate Llevar,7zcYPXaWclIiCI2IaPpX0U,33,0.397,0.821,269193,0.837,0.0,G,0.354,-7.121,Minor,0.0883,107.937,4/4,0.892
Anime,MY FIRST STORY,MONSTER,1Y44rWSMNJtaEDYHLgXf97,30,6.42e-05,0.47,236667,0.983,0.0,F,0.161,-2.411,Minor,0.218,122.994,4/4,0.258
Hip-Hop,Mick Jenkins,Understood,2BssO16rgM7BEyKog4GCvd,55,0.206,0.664,208571,0.842,6.26e-06,A,0.554,-5.351,Major,0.339,84.994,4/4,0.719
Anime,THE ORAL CIGARETTES,mist...,5umqBMHKZkMb5xVaj1XijG,21,0.000476,0.458,239400,0.963,4e-06,G,0.145,-2.668,Major,0.122,188.13,4/4,0.83
R&B,Empire Cast,"No Apologies (feat. Jussie Smollett, Yazz)",1TVvzxDIqb8UxzDG6V8FLB,45,0.148,0.615,172933,0.908,7.33e-06,A#,0.0892,-5.496,Minor,0.347,149.989,4/4,0.511
Alternative,Nothing More,Don't Stop,4OAGbsFAlS4bpcn056fpRX,46,0.000159,0.607,254733,0.945,0.0756,A,0.206,-5.667,Minor,0.111,109.989,4/4,0.377
Reggaeton,Guaco,Por Esa Forma (feat. RubÃ©n Blades),1idNWnqBYUL70UzjEK4tIs,28,0.545,0.814,267987,0.769,0.0,A,0.189,-4.86,Major,0.0511,145.126,4/4,0.928
Childrenâs Music,DREAMERS,Wolves (You Got Me),2NrCdk8AjZdTC50O5Efa6C,53,0.0232,0.493,222266,0.979,0.000938,B,0.281,-3.316,Minor,0.0577,144.032,4/4,0.494
Childrenâs Music,Broken Bells,It's That Talk Again,5C8Vwr9o1WtsoDVPFqPCob,60,0.0502,0.659,241333,0.758,8.79e-05,C,0.0822,-6.424,Major,0.0448,122.945,4/4,0.562
Reggaeton,Angel Y Khriz,Muevela,240RMbgLza1ExMiLVnLSSj,29,0.00895,0.903,226707,0.734,2.02e-06,G,0.091,-5.15,Major,0.136,120.001,4/4,0.334
Movie,Liz Callaway,"You There in the Back Row (From ""13 Days to Broadway"")",7mCFXKDoO4V41kdYKdJwdE,36,0.54,0.332,191080,0.458,4.74e-06,G#,0.0664,-11.327,Major,0.0459,120.07,4/4,0.331
Folk,Wardruna,Hagall,51nybd3Dd8EPsNc48c1u5U,46,0.0035,0.573,460040,0.341,0.924,A#,0.124,-16.835,Minor,0.0286,109.974,4/4,0.0369
World,Hillsong UNITED,Rhythms Of Grace,6vlUAv4VnfEwqT5qq3DL0R,37,0.0767,0.48,344103,0.78,0.0741,C,0.0943,-7.858,Major,0.0296,136.987,3/4,0.17
Pop,Billie Eilish,come out and play,7wC5eZcFS1Q1BsQ35DU6H4,84,0.693,0.64,210376,0.321,0.0307,C,0.114,-14.604,Major,0.0931,145.045,4/4,0.177
Country,Blackberry Smoke,Ain't Much Left of Me,4jKBjyOdVKfmyauxwW8QUs,45,0.129,0.231,298787,0.797,1.4e-06,G,0.255,-4.699,Major,0.0489,153.514,4/4,0.336
Children's Music,Sing n Play,Hickory Dickory Dock,1zQrQ1K7PDtXVHDsBMrVsl,0,0.864,0.722,80247,0.202,2.34e-06,G,0.0555,-14.998,Major,0.485,116.358,4/4,0.734
Soul,James Morrison,So Beautiful,1g9EdqVk89cz27yERaxSK2,56,0.106,0.533,243333,0.595,0.0,C#,0.143,-6.877,Major,0.0333,79.615,4/4,0.318
Electronic,Satori,Dive Into The Mystic,33wQe2HgEkIziyrHeVUwE2,36,0.0308,0.788,319304,0.468,0.827,F#,0.145,-12.588,Minor,0.0376,115.021,4/4,0.136
Soundtrack,John Williams,"Shark Theme - From ""Jaws""",4eyCab8xb3AzWJfrgwU5jC,30,0.827,0.407,192907,0.211,0.921,B,0.124,-16.259,Major,0.0547,113.463,4/4,0.108
Hip-Hop,Kevin Gates,Ask For More,74S3azZUoZetD3hx23orXU,50,0.0414,0.524,207360,0.66,0.0,C,0.148,-5.892,Major,0.398,76.493,5/4,0.473
Pop,*NSYNC,It's Gonna Be Me,2AW37v0bDyuOzGP3XnmFuA,67,0.0407,0.636,192427,0.873,1.27e-06,C,0.0372,-4.672,Minor,0.071,165.071,4/4,0.908
Opera,Georges Bizet,March of the Toreadors from Carmen Suite No. 1,1x82dbEbF5wVCddX2UgVtl,8,0.794,0.351,154107,0.445,0.52,D,0.163,-10.569,Major,0.0333,113.327,4/4,0.685
Electronic,Air,Kelly Watch the Stars,1KNCpsUEi6VdDIBzZ1cMVd,39,0.285,0.516,226293,0.739,0.636,D,0.111,-8.471,Major,0.0292,109.837,4/4,0.256
Reggae,Kora,Politician,5zH4PondzCJgg92imBs36D,50,0.241,0.785,278000,0.559,0.0,E,0.113,-8.025,Minor,0.0332,137.921,4/4,0.929
Ska,Mustard Plug,Someday Right Now,1P0Oqzo8K4DcowOW4S81VV,19,0.00367,0.489,205947,0.957,0.461,G,0.355,-3.542,Major,0.0455,98.191,4/4,0.64
Children's Music,Hal Smith,Some of These Days,1dtb81tVM0cG35oaeTrjfr,0,0.943,0.532,268200,0.308,0.441,D,0.0903,-15.432,Major,0.0609,108.674,4/4,0.264
Opera,LÃ©o Delibes,CoppÃ©lia / Tableau 2: Entr'acte - Valse,1wL3RU9DXyUVGkde4S0jWY,2,0.903,0.217,90883,0.0372,0.764,D#,0.147,-26.34,Major,0.0382,67.963,4/4,0.116
World,Roedelius,Brise,7FTiIJGn55jVVZyx93X7jb,34,0.994,0.236,172733,0.0755,0.934,E,0.103,-25.027,Minor,0.0335,69.973,4/4,0.0857
Blues,The White Stripes,The Denial Twist,39vLalHjXhGbZRDdZ0hqCn,45,0.333,0.504,155773,0.758,0.0,G,0.132,-7.974,Minor,0.148,90.466,4/4,0.758
World,Ornette Coleman,What Reason Could I Give,2RgVxxX5Pve3b4y32TiFl1,30,0.489,0.23,185227,0.487,0.918,G,0.345,-10.428,Major,0.0359,127.868,4/4,0.198
Jazz,Billie Holiday,I Wished On the Moon (with Teddy Wilson & His Orchestra),26PFH806WxbKCd2jTuOijd,40,0.737,0.741,181240,0.258,0.000661,D#,0.146,-11.811,Major,0.0412,112.008,4/4,0.519
Soundtrack,Philip Glass,Mad Rush,71MgHtkk3bMttlmroPZotq,43,0.984,0.188,871267,0.0376,0.923,F,0.0801,-24.388,Major,0.0431,114.23,4/4,0.0394
Childrenâs Music,IAMDDB,Shade,4kIRyUnl8elQFStSL8866M,65,0.386,0.799,175097,0.679,0.0,C,0.111,-3.476,Minor,0.0364,122.011,4/4,0.408
Opera,Richard Wagner,"Die WalkÃ¼re - Erster Tag des BÃ¼hnenfestspiels ""Der Ring des Nibelungen"" / Erster Aufzug: ""Wes Herd dies auch, hier muÃ ich rasten""",6Y1V1Lt0Zfrj2p4JW38boo,3,0.939,0.183,555800,0.0138,0.00123,F,0.116,-32.248,Major,0.0456,96.221,4/4,0.0378
Indie,Adam Jensen,Drugs,2a3t5UK8jQQyR2Ew0RivEt,53,0.216,0.763,206992,0.498,1.83e-06,D,0.585,-5.659,Major,0.0556,104.95,4/4,0.625
Reggaeton,Farruko,"Pa' Romper la Discoteca (Remix) [feat. Daddy Yankee, Yomo, Zion, Lennox & Gaby El Kreativo]",3ubRyKRIiqaGihHeM4D8aM,39,0.0503,0.649,295999,0.945,3.49e-05,A,0.0902,-2.427,Minor,0.0642,184.024,4/4,0.952
Folk,The Shins,Sea Legs,0CNLQeNjJQfyUeuAyTgqcu,46,0.0094,0.664,322600,0.787,0.00275,D,0.0482,-5.387,Minor,0.0436,160.003,4/4,0.848
Rap,Kanye West,Breathe In Breathe Out,4KFY4EEv9CN6ivrzD6vEvg,51,0.341,0.636,246933,0.7,0.0,C#,0.161,-3.099,Minor,0.421,88.817,4/4,0.924
Electronic,DJ Snake,Let Me Love You - R3hab Remix,7mbbGuqfaIIFHImIwu45Xi,54,0.0181,0.437,175000,0.819,0,C,0.449,-2.801,Minor,0.107,203.893,4/4,0.506
Movie,Pearl Bailey,Ain't She Sweet,15udn7zBBtrxDIjRvQ3SSf,15,0.683,0.747,176533,0.376,3.49e-06,G,0.0917,-14.362,Major,0.355,172.949,4/4,0.706
Alternative,Welshly Arms,Never Meant to Be,3NHyQ388Ac1VieCVVBFJOU,48,0.00917,0.476,175800,0.849,0,G,0.0952,-5.031,Minor,0.0499,123.23,4/4,0.439
Children's Music,Kimbo Children's Music,Bean Bag Catch (Instrumental),2fFEOn0Fx92oVhRehJn0sq,0,0.492,0.809,127973,0.401,0.0159,C#,0.0768,-15.047,Major,0.155,134.093,4/4,0.74
World,I AM THEY,Crown Him,5sD77OzDZpZx7WQJX7tVul,38,0.5,0.481,227507,0.649,0.0,C,0.102,-5.385,Major,0.0302,145.99,4/4,0.177
Comedy,Sarah Millican,Sex Breakages,7KusNuqA6obntLfcgCVzx8,19,0.823,0.426,581760,0.73,0.0,F#,0.648,-15.651,Minor,0.927,66.029,4/4,0.332
Movie,Susan Egan,Belle,70sqHGRr89z4SbAmpzE71X,39,0.819,0.533,316973,0.233,0.0,D,0.0604,-16.578,Major,0.145,124.902,4/4,0.471
Country,Who TF Is Justin Time?,The 2nd Amendment,0EPOMuRwkKBKlJ1VEjqMl5,45,0.00272,0.782,211000,0.658,0.0,B,0.148,-8.576,Major,0.0843,140.037,4/4,0.455
Hip-Hop,Yung Bans,Eye 2 Eye,1DItMaT9W8U8SrDv8p6rAX,51,0.132,0.751,154694,0.421,0.0291,B,0.105,-10.158,Minor,0.0649,75.497,4/4,0.416
Soul,Hayden James,Just Friends,6tB4XVKceo2307SSWXaO0y,69,0.105,0.639,238991,0.685,0.0,A,0.143,-4.571,Minor,0.049,110.041,4/4,0.363
Pop,A Day To Remember,All I Want,3imITUqEhkebNbOoS1yrWm,67,2.53e-05,0.342,202640,0.981,0.0,D,0.343,-3.228,Minor,0.14,160.083,4/4,0.207
Electronic,Charlotte de Witte,The Healer,0c4ThdRTb9wxMM2RmF4Bs9,27,0.00503,0.77,477252,0.718,0.921,C#,0.109,-10.824,Major,0.0429,131.015,4/4,0.0395
Rock,Los Lobos,La Bamba (45 Version),0uMMLry3hzWGn3q3loqMkm,59,0.144,0.506,174187,0.764,0.00025,C,0.247,-12.239,Major,0.046,156.336,4/4,0.868
R&B,zack villere,Cool,4PevTpnIWy2D1wIQZY3MmX,57,0.296,0.733,125236,0.679,0.0,G,0.605,-6.162,Major,0.207,93.972,4/4,0.882
